Game_num,Date,Home_away,Team,Opponent,Game_type,Won,Team_pts,Opp_pts,Team_FG%,Team_3P%,Team_2P%,Team_eFG%,Team_FT%,Team_ORB,Team_DRB,Team_TRB,Team_AST,Team_STL,Team_BLK,Team_TOV,Team_PF,Opponent_FG%,Opponent_3P%,Opponent_2P%,Opponent_eFG%,Opponent_FT%,Opponent_ORB,Opponent_DRB,Opponent_TRB,Opponent_AST,Opponent_STL,Opponent_BLK,Opponent_TOV,Opponent_PF
6,2024-11-22,1,ucla,cal-state-fullerton,REG (Non-Conf),1,80,47,0.5,0.333,0.571,0.55,0.609,9,18,27,22,14,4,7,14,0.288,0.208,0.357,0.337,0.923,11,25,36,10,6,0,19,19
7,2024-11-26,1,ucla,southern-utah,REG (Non-Conf),1,88,43,0.475,0.3,0.533,0.513,0.667,16,20,36,21,15,4,8,20,0.35,0.25,0.417,0.4,0.733,4,18,22,8,1,5,30,16
8,2024-12-03,1,ucla,washington,REG (Conf),1,69,58,0.417,0.381,0.436,0.483,0.5,11,22,33,16,6,3,7,17,0.388,0.188,0.485,0.418,0.708,10,28,38,12,6,1,12,19
9,2024-12-08,0,ucla,oregon,REG (Conf),1,73,71,0.452,0.522,0.41,0.548,0.714,6,17,23,10,7,1,8,15,0.473,0.429,0.5,0.555,0.714,9,24,33,15,6,5,12,11
10,2024-12-14,2,ucla,arizona,REG (Non-Conf),1,57,54,0.451,0.19,0.633,0.49,0.438,5,14,19,10,10,1,14,16,0.452,0.125,0.654,0.476,0.737,8,21,29,11,8,2,22,16
11,2024-12-17,1,ucla,prairie-view-am,REG (Non-Conf),1,111,75,0.59,0.476,0.65,0.672,0.784,12,26,38,26,6,4,10,20,0.471,0.476,0.467,0.569,0.708,5,15,20,16,8,2,16,23
12,2024-12-21,2,ucla,north-carolina,REG (Non-Conf),0,74,76,0.491,0.5,0.486,0.575,0.591,7,21,28,17,10,1,12,25,0.468,0.348,0.583,0.553,0.686,6,24,30,11,4,4,18,22
13,2024-12-28,2,ucla,gonzaga,REG (Non-Conf),1,65,62,0.364,0.5,0.258,0.473,0.722,11,24,35,16,9,3,11,15,0.455,0.292,0.581,0.518,0.625,8,22,30,17,3,2,15,15
14,2025-01-04,0,ucla,nebraska,REG (Conf),0,58,66,0.386,0.143,0.621,0.421,0.769,6,26,32,13,5,2,15,24,0.327,0.28,0.37,0.394,0.862,7,28,35,11,10,1,13,16
15,2025-01-07,1,ucla,michigan,REG (Conf),0,75,94,0.417,0.1,0.575,0.433,0.676,9,15,24,13,10,3,6,18,0.615,0.536,0.708,0.76,0.714,4,30,34,24,6,3,16,24
16,2025-01-10,0,ucla,maryland,REG (Conf),0,61,79,0.415,0.333,0.457,0.472,0.786,14,14,28,11,6,0,20,19,0.54,0.368,0.645,0.61,0.857,7,17,24,12,12,5,15,19
17,2025-01-13,0,ucla,rutgers,REG (Conf),0,68,75,0.424,0.316,0.475,0.475,0.8,7,17,24,11,7,2,9,23,0.462,0.3,0.563,0.519,0.677,10,25,35,9,5,7,10,17
18,2025-01-17,1,ucla,iowa,REG (Conf),1,94,70,0.621,0.348,0.8,0.69,0.7,10,17,27,26,10,0,7,18,0.447,0.375,0.522,0.543,0.76,9,10,19,14,3,2,14,16
19,2025-01-21,1,ucla,wisconsin,REG (Conf),1,85,83,0.509,0.316,0.605,0.561,0.75,10,14,24,15,6,4,6,21,0.51,0.5,0.526,0.663,0.857,4,18,22,14,3,1,13,23
20,2025-01-24,0,ucla,washington,REG (Conf),1,65,60,0.411,0.529,0.359,0.491,0.714,9,22,31,10,9,8,11,14,0.415,0.227,0.548,0.462,0.733,8,25,33,8,3,5,14,16
21,2025-01-27,0,ucla,southern-california,REG (Conf),1,82,76,0.549,0.375,0.629,0.608,0.8,7,20,27,14,6,5,8,18,0.491,0.355,0.667,0.591,0.579,9,15,24,17,4,0,10,18
22,2025-01-30,1,ucla,oregon,REG (Conf),1,78,52,0.556,0.478,0.613,0.657,0.583,6,22,28,19,7,4,7,13,0.412,0.174,0.607,0.451,0.6,7,15,22,15,3,0,13,17
23,2025-02-04,1,ucla,michigan-state,REG (Conf),1,63,61,0.35,0.25,0.438,0.408,0.737,6,18,24,13,8,2,3,18,0.377,0.227,0.484,0.425,0.842,12,29,41,13,3,4,15,15
24,2025-02-08,1,ucla,penn-state,REG (Conf),1,78,54,0.47,0.263,0.553,0.508,0.733,11,21,32,21,13,4,3,12,0.38,0.238,0.483,0.43,0.917,7,24,31,7,1,4,17,12
25,2025-02-11,0,ucla,illinois,REG (Conf),0,78,83,0.483,0.522,0.457,0.586,0.667,4,17,21,16,8,1,7,14,0.509,0.393,0.64,0.613,0.9,9,24,33,15,3,3,14,14
26,2025-02-14,0,ucla,indiana,REG (Conf),1,72,68,0.473,0.45,0.486,0.555,0.786,8,27,35,16,3,4,11,15,0.403,0.241,0.545,0.46,0.786,9,20,29,12,8,1,7,14
27,2025-02-18,1,ucla,minnesota,REG (Conf),0,61,64,0.451,0.4,0.472,0.51,0.474,10,15,25,13,7,1,9,17,0.458,0.333,0.583,0.542,0.923,7,18,25,12,7,3,12,17
28,2025-02-23,1,ucla,ohio-state,REG (Conf),1,69,61,0.404,0.4,0.405,0.474,0.75,13,25,38,17,7,7,13,16,0.317,0.222,0.389,0.365,0.938,10,18,28,10,8,4,8,16
29,2025-02-28,0,ucla,purdue,REG (Conf),0,66,76,0.48,0.278,0.594,0.53,0.813,12,18,30,19,4,2,14,18,0.519,0.5,0.533,0.625,0.688,6,16,22,14,9,1,9,17
30,2025-03-03,0,ucla,northwestern,REG (Conf),1,73,69,0.466,0.304,0.571,0.526,0.75,13,25,38,19,6,6,12,16,0.472,0.368,0.529,0.538,0.857,4,20,24,17,6,3,8,16
31,2025-03-08,1,ucla,southern-california,REG (Conf),1,90,63,0.617,0.455,0.711,0.7,0.667,6,18,24,28,12,3,12,12,0.429,0.316,0.5,0.49,0.833,9,16,25,11,8,4,20,11
32,2025-03-14,2,ucla,wisconsin,CTOURN,0,70,86,0.324,0.3,0.342,0.39,0.654,19,19,38,13,4,3,5,19,0.517,0.594,0.423,0.681,0.538,7,29,36,22,2,4,9,21
33,2025-03-20,2,ucla,utah-state,ROUND-64,1,72,47,0.481,0.417,0.533,0.574,1.0,6,27,33,22,6,7,9,11,0.3,0.129,0.483,0.333,0.7,15,16,31,9,6,2,11,11
34,2025-03-22,2,ucla,tennessee,ROUND-32,0,58,67,0.358,0.304,0.4,0.425,0.786,8,15,23,10,10,4,11,19,0.429,0.5,0.37,0.541,0.875,9,21,30,15,7,2,15,14
