Game_num,Date,Home_away,Team,Opponent,Game_type,Won,Team_pts,Opp_pts,Team_FG%,Team_3P%,Team_2P%,Team_eFG%,Team_FT%,Team_ORB,Team_DRB,Team_TRB,Team_AST,Team_STL,Team_BLK,Team_TOV,Team_PF,Opponent_FG%,Opponent_3P%,Opponent_2P%,Opponent_eFG%,Opponent_FT%,Opponent_ORB,Opponent_DRB,Opponent_TRB,Opponent_AST,Opponent_STL,Opponent_BLK,Opponent_TOV,Opponent_PF
18,2024-01-18,1,michigan-state,minnesota,REG (Conf),1,76,66,0.446,0.25,0.491,0.469,0.652,10,21,31,20,9,1,4,16,0.429,0.35,0.483,0.5,0.654,8,27,35,13,3,1,19,24
19,2024-01-21,0,michigan-state,maryland,REG (Conf),1,61,59,0.42,0.438,0.412,0.49,0.75,2,18,20,9,10,4,7,14,0.42,0.364,0.464,0.5,0.818,9,23,32,8,4,6,17,16
20,2024-01-26,0,michigan-state,wisconsin,REG (Conf),0,66,81,0.417,0.429,0.413,0.467,0.833,6,17,23,12,3,1,6,17,0.509,0.36,0.625,0.588,0.737,9,21,30,11,4,1,6,15
21,2024-01-30,1,michigan-state,michigan,REG (Conf),1,81,62,0.557,0.429,0.625,0.631,0.5,8,15,23,21,11,5,6,19,0.426,0.4,0.444,0.511,0.538,10,19,29,11,3,5,13,14
22,2024-02-03,1,michigan-state,maryland,REG (Conf),1,63,54,0.444,0.286,0.5,0.481,0.688,11,22,33,14,7,5,10,14,0.309,0.233,0.4,0.373,1.0,10,15,25,8,5,5,13,15
23,2024-02-06,0,michigan-state,minnesota,REG (Conf),0,56,59,0.447,0.389,0.483,0.521,0.412,2,23,25,16,6,2,8,13,0.432,0.391,0.476,0.534,0.632,3,23,26,11,3,2,11,12
24,2024-02-10,1,michigan-state,illinois,REG (Conf),1,88,80,0.527,0.625,0.511,0.573,0.735,5,22,27,14,6,2,6,19,0.433,0.367,0.5,0.525,0.85,9,23,32,14,3,3,9,24
25,2024-02-14,0,michigan-state,penn-state,REG (Conf),1,80,72,0.508,0.4,0.545,0.559,0.875,8,22,30,15,6,3,10,11,0.453,0.522,0.4,0.566,1.0,5,15,20,12,3,5,13,10
26,2024-02-17,0,michigan-state,michigan,REG (Conf),1,73,63,0.429,0.143,0.51,0.444,0.81,7,22,29,9,15,2,10,16,0.453,0.35,0.515,0.519,0.667,6,28,34,11,7,4,22,19
27,2024-02-20,1,michigan-state,iowa,REG (Conf),0,71,78,0.45,0.5,0.425,0.533,0.5,9,22,31,20,1,4,8,17,0.509,0.308,0.571,0.545,0.783,6,27,33,17,3,2,4,14
28,2024-02-25,1,michigan-state,ohio-state,REG (Conf),0,57,60,0.4,0.267,0.45,0.436,0.818,7,21,28,9,8,5,9,14,0.386,0.176,0.475,0.412,0.722,11,23,34,8,7,5,10,14
29,2024-03-02,0,michigan-state,purdue,REG (Conf),0,74,80,0.391,0.429,0.372,0.461,0.882,11,21,32,11,6,3,7,25,0.51,0.5,0.517,0.612,0.667,7,24,31,15,4,4,7,17
30,2024-03-06,1,michigan-state,northwestern,REG (Conf),1,53,49,0.317,0.118,0.395,0.333,0.65,17,25,42,11,6,4,8,14,0.353,0.333,0.367,0.422,0.6,8,24,32,9,6,5,10,17
31,2024-03-10,0,michigan-state,indiana,REG (Conf),0,64,65,0.385,0.32,0.425,0.446,0.857,8,21,29,15,12,0,9,14,0.474,0.353,0.525,0.526,0.417,10,24,34,18,3,3,16,11
32,2024-03-14,2,michigan-state,minnesota,CTOURN,1,77,67,0.556,0.625,0.543,0.602,0.632,6,22,28,19,10,2,9,15,0.5,0.364,0.615,0.583,0.579,4,14,18,12,6,3,11,16
33,2024-03-15,2,michigan-state,purdue,CTOURN,0,62,67,0.393,0.222,0.465,0.426,0.833,13,22,35,15,4,8,13,29,0.415,0.357,0.436,0.462,0.667,7,23,30,19,7,3,11,17
34,2024-03-21,2,michigan-state,mississippi-state,ROUND-64,1,69,51,0.5,0.435,0.548,0.593,0.833,11,23,34,14,7,3,13,15,0.37,0.222,0.519,0.426,0.5,10,14,24,13,9,2,14,11
35,2024-03-23,2,michigan-state,north-carolina,ROUND-32,0,69,85,0.441,0.375,0.465,0.492,0.733,6,25,31,6,3,1,11,20,0.467,0.385,0.529,0.55,0.826,5,24,29,12,5,6,5,14
1,2023-11-06,1,illinois,eastern-illinois,REG (Non-Conf),1,80,52,0.5,0.323,0.704,0.586,0.522,8,38,46,15,4,5,12,13,0.29,0.364,0.276,0.319,0.5,10,24,34,7,4,2,7,22
2,2023-11-10,1,illinois,oakland,REG (Non-Conf),1,64,53,0.473,0.25,0.564,0.509,0.5,8,25,33,13,3,2,9,8,0.375,0.25,0.444,0.42,0.667,7,24,31,4,7,1,7,16
3,2023-11-14,1,illinois,marquette,REG (Non-Conf),0,64,71,0.35,0.333,0.37,0.442,0.846,11,26,37,8,6,7,15,15,0.435,0.294,0.489,0.476,0.6,9,27,36,7,9,0,8,14
4,2023-11-17,1,illinois,valparaiso,REG (Non-Conf),1,87,64,0.44,0.321,0.511,0.5,0.5,13,43,56,16,4,4,9,16,0.3,0.263,0.311,0.331,0.733,13,34,47,4,4,7,7,21
5,2023-11-19,1,illinois,southern,REG (Non-Conf),1,88,60,0.571,0.227,0.756,0.611,0.647,15,33,48,18,4,3,21,12,0.377,0.208,0.486,0.418,0.643,4,12,16,10,13,1,12,14
6,2023-11-24,1,illinois,western-illinois,REG (Non-Conf),1,84,52,0.472,0.4,0.511,0.542,0.5,14,34,48,9,5,9,8,8,0.292,0.24,0.319,0.333,0.5,9,22,31,6,5,5,10,15
7,2023-12-02,0,illinois,rutgers,REG (Conf),1,76,58,0.455,0.429,0.467,0.523,0.636,14,35,49,12,3,4,15,20,0.333,0.462,0.298,0.383,0.6,6,17,23,9,9,9,10,17
8,2023-12-05,2,illinois,florida-atlantic,REG (Non-Conf),1,98,89,0.632,0.4,0.757,0.702,0.9,4,19,23,10,4,3,13,18,0.484,0.391,0.537,0.555,0.818,10,16,26,23,7,1,13,16
9,2023-12-09,0,illinois,tennessee,REG (Non-Conf),0,79,86,0.354,0.25,0.483,0.423,0.857,8,22,30,9,5,2,8,22,0.45,0.333,0.5,0.5,0.765,12,27,39,21,6,3,8,20
10,2023-12-17,1,illinois,colgate,REG (Non-Conf),1,74,57,0.418,0.348,0.469,0.491,0.909,12,27,39,10,5,6,13,11,0.426,0.2,0.5,0.451,0.333,6,17,23,10,4,1,11,18
11,2023-12-22,2,illinois,missouri,REG (Non-Conf),1,97,73,0.492,0.333,0.656,0.577,0.71,15,32,47,17,5,4,10,14,0.392,0.222,0.489,0.432,0.563,8,22,30,6,8,4,6,23
12,2023-12-29,1,illinois,fdu,REG (Non-Conf),1,104,71,0.522,0.406,0.622,0.616,0.731,17,31,48,21,5,4,13,12,0.386,0.414,0.366,0.471,0.714,7,14,21,17,8,5,11,19
13,2024-01-02,1,illinois,northwestern,REG (Conf),1,96,66,0.625,0.556,0.658,0.714,0.8,9,24,33,17,2,5,10,13,0.41,0.5,0.378,0.475,1.0,8,15,23,8,3,0,10,20
14,2024-01-05,0,illinois,purdue,REG (Conf),0,78,83,0.426,0.421,0.429,0.492,0.857,11,14,25,15,5,3,10,19,0.45,0.474,0.439,0.525,0.8,16,24,40,18,5,4,12,17
15,2024-01-11,1,illinois,michigan-state,REG (Conf),1,71,68,0.418,0.333,0.471,0.482,0.818,7,24,31,11,3,6,7,10,0.42,0.263,0.48,0.457,0.714,12,22,34,10,4,4,7,15
16,2024-01-14,1,illinois,maryland,REG (Conf),0,67,76,0.328,0.273,0.357,0.375,0.792,10,25,35,8,5,3,8,14,0.462,0.235,0.542,0.492,0.706,10,27,37,14,4,6,7,15
17,2024-01-18,0,illinois,michigan,REG (Conf),1,88,73,0.484,0.333,0.545,0.532,0.733,13,25,38,12,9,4,6,13,0.476,0.231,0.54,0.5,0.833,7,18,25,10,1,0,9,18
18,2024-01-21,1,illinois,rutgers,REG (Conf),1,86,63,0.508,0.222,0.722,0.556,0.593,11,32,43,17,7,3,12,12,0.377,0.214,0.418,0.399,0.727,9,21,30,8,7,3,14,19
19,2024-01-24,0,illinois,northwestern,REG (Conf),0,91,96,0.408,0.458,0.385,0.48,0.75,20,24,44,14,5,3,10,15,0.551,0.611,0.529,0.63,0.692,6,25,31,16,6,5,5,19
20,2024-01-27,1,illinois,indiana,REG (Conf),1,70,62,0.371,0.304,0.41,0.427,0.654,12,27,39,8,6,4,8,18,0.463,0.0,0.556,0.463,0.545,7,26,33,8,3,2,9,22
21,2024-01-30,0,illinois,ohio-state,REG (Conf),1,87,75,0.517,0.412,0.558,0.575,0.9,10,22,32,8,2,4,6,15,0.5,0.333,0.542,0.533,0.733,6,19,25,11,4,4,6,18
22,2024-02-04,1,illinois,nebraska,REG (Conf),1,87,84,0.414,0.265,0.556,0.479,0.667,15,31,46,18,7,5,13,11,0.426,0.429,0.425,0.515,1.0,4,28,32,12,6,2,8,21
23,2024-02-10,0,illinois,michigan-state,REG (Conf),0,80,88,0.433,0.367,0.5,0.525,0.85,9,23,32,14,3,3,9,24,0.527,0.625,0.511,0.573,0.735,5,22,27,14,6,2,6,19
24,2024-02-13,1,illinois,michigan,REG (Conf),1,97,68,0.563,0.48,0.615,0.656,0.867,9,27,36,17,3,3,8,21,0.421,0.1,0.489,0.43,0.679,9,17,26,7,5,5,11,12
25,2024-02-17,0,illinois,maryland,REG (Conf),1,85,80,0.48,0.25,0.633,0.53,0.889,4,26,30,9,2,4,7,22,0.413,0.222,0.489,0.444,0.828,11,24,35,9,3,4,6,25
26,2024-02-21,0,illinois,penn-state,REG (Conf),0,89,90,0.484,0.375,0.55,0.555,0.667,15,28,43,15,4,2,18,17,0.538,0.444,0.574,0.6,0.6,5,18,23,15,11,6,6,19
27,2024-02-24,1,illinois,iowa,REG (Conf),1,95,85,0.492,0.37,0.583,0.571,0.767,13,24,37,16,7,1,9,17,0.476,0.333,0.51,0.508,0.84,10,20,30,13,6,3,11,21
28,2024-02-28,1,illinois,minnesota,REG (Conf),1,105,97,0.613,0.455,0.7,0.694,0.76,12,19,31,14,2,1,4,16,0.6,0.7,0.55,0.717,0.688,7,14,21,14,1,1,5,19
29,2024-03-02,0,illinois,wisconsin,REG (Conf),1,91,83,0.518,0.563,0.5,0.598,0.8,8,21,29,9,3,4,8,18,0.5,0.375,0.545,0.55,0.739,8,20,28,10,4,2,8,24
30,2024-03-05,1,illinois,purdue,REG (Conf),0,71,77,0.455,0.25,0.538,0.491,0.81,10,17,27,9,7,1,12,15,0.483,0.563,0.455,0.558,0.714,10,19,29,20,5,2,8,17
31,2024-03-10,0,illinois,iowa,REG (Conf),1,73,61,0.444,0.313,0.489,0.484,0.6,10,37,47,9,2,5,11,13,0.354,0.333,0.364,0.408,0.615,2,29,31,15,5,7,5,16
32,2024-03-15,2,illinois,ohio-state,CTOURN,1,77,74,0.419,0.267,0.468,0.452,0.656,14,22,36,12,2,4,10,13,0.455,0.267,0.51,0.485,0.769,13,25,38,15,6,5,10,27
33,2024-03-16,2,illinois,nebraska,CTOURN,1,98,87,0.464,0.371,0.559,0.558,0.808,13,26,39,18,3,3,9,18,0.464,0.296,0.571,0.522,0.714,8,23,31,14,5,1,8,19
34,2024-03-17,2,illinois,wisconsin,CTOURN,1,93,87,0.526,0.35,0.622,0.588,0.867,11,24,35,14,2,5,9,19,0.469,0.35,0.523,0.523,0.87,10,15,25,17,7,1,7,20
35,2024-03-21,2,illinois,morehead-state,ROUND-64,1,85,69,0.542,0.462,0.606,0.644,0.75,9,27,36,24,5,7,9,9,0.4,0.367,0.429,0.485,0.75,6,19,25,14,7,0,6,13
36,2024-03-23,2,illinois,duquesne,ROUND-32,1,89,63,0.593,0.333,0.737,0.653,0.706,10,21,31,17,6,1,7,12,0.41,0.294,0.455,0.451,0.8,12,13,25,14,4,1,9,17
37,2024-03-28,2,illinois,iowa-state,ROUND-16,1,72,69,0.421,0.31,0.536,0.5,0.517,12,25,37,16,8,2,11,18,0.397,0.462,0.378,0.448,0.81,5,27,32,9,11,3,9,23
38,2024-03-30,2,illinois,connecticut,ROUND-8,0,52,77,0.254,0.261,0.25,0.299,0.706,7,20,27,7,3,4,7,15,0.517,0.176,0.651,0.542,0.706,7,33,40,21,5,10,7,17
1,2023-11-06,1,wisconsin,arkansas-state,REG (Non-Conf),1,105,76,0.65,0.5,0.688,0.7,0.7,6,24,30,17,7,3,14,24,0.407,0.19,0.526,0.441,0.727,8,18,26,7,7,0,17,21
2,2023-11-10,1,wisconsin,tennessee,REG (Non-Conf),0,70,80,0.41,0.25,0.514,0.459,0.609,9,20,29,10,3,2,9,17,0.5,0.294,0.59,0.545,0.826,6,28,34,10,3,3,10,22
3,2023-11-14,0,wisconsin,providence,REG (Non-Conf),0,59,72,0.339,0.25,0.381,0.379,1.0,12,17,29,6,6,1,12,23,0.585,0.444,0.696,0.683,0.593,2,27,29,11,5,3,16,16
4,2023-11-17,1,wisconsin,robert-morris,REG (Non-Conf),1,78,68,0.533,0.231,0.656,0.567,0.675,8,18,26,9,11,2,9,15,0.462,0.448,0.478,0.587,0.778,7,18,25,8,4,2,21,32
5,2023-11-20,2,wisconsin,virginia,REG (Non-Conf),1,65,41,0.403,0.444,0.386,0.468,0.875,17,27,44,15,4,1,7,7,0.326,0.286,0.344,0.37,1.0,3,16,19,10,5,8,8,10
6,2023-11-22,2,wisconsin,smu,REG (Non-Conf),1,69,61,0.419,0.208,0.553,0.46,0.923,14,21,35,7,11,1,8,10,0.451,0.5,0.429,0.529,0.583,8,15,23,8,3,3,15,18
7,2023-11-27,1,wisconsin,western-illinois,REG (Non-Conf),1,71,49,0.532,0.364,0.68,0.617,0.813,7,21,28,9,5,0,7,15,0.395,0.308,0.44,0.447,0.625,5,16,21,6,3,4,13,21
8,2023-12-02,1,wisconsin,marquette,REG (Non-Conf),1,75,64,0.426,0.25,0.529,0.472,0.857,12,21,33,9,6,1,12,13,0.418,0.241,0.615,0.482,0.786,6,12,18,11,5,1,11,21
9,2023-12-05,0,wisconsin,michigan-state,REG (Conf),1,70,57,0.451,0.435,0.464,0.549,1.0,11,24,35,17,5,2,10,12,0.451,0.316,0.531,0.51,0.714,5,17,22,15,5,5,7,14
10,2023-12-09,0,wisconsin,arizona,REG (Non-Conf),0,73,98,0.414,0.476,0.388,0.486,0.625,6,18,24,13,3,0,8,18,0.583,0.462,0.676,0.683,0.615,4,33,37,26,5,6,7,16
11,2023-12-14,1,wisconsin,jacksonville-state,REG (Non-Conf),1,75,60,0.473,0.313,0.538,0.518,0.692,10,20,30,11,10,0,8,13,0.462,0.4,0.486,0.519,0.75,4,20,24,7,3,6,15,20
12,2023-12-22,1,wisconsin,chicago-state,REG (Non-Conf),1,80,53,0.5,0.267,0.585,0.536,0.769,9,27,36,14,4,4,7,14,0.317,0.158,0.386,0.341,0.588,13,20,33,3,4,2,7,22
13,2024-01-02,1,wisconsin,iowa,REG (Conf),1,83,72,0.519,0.25,0.639,0.558,0.714,8,29,37,15,9,3,13,15,0.435,0.412,0.444,0.492,0.688,6,23,29,13,5,3,14,22
14,2024-01-06,1,wisconsin,nebraska,REG (Conf),1,88,72,0.55,0.5,0.588,0.658,0.692,7,24,31,18,6,0,8,13,0.491,0.462,0.519,0.604,0.727,3,22,25,16,4,4,12,16
15,2024-01-10,0,wisconsin,ohio-state,REG (Conf),1,71,60,0.474,0.318,0.571,0.535,0.909,5,23,28,14,5,3,5,13,0.455,0.333,0.514,0.509,0.4,4,21,25,10,2,7,7,12
16,2024-01-13,1,wisconsin,northwestern,REG (Conf),1,71,63,0.5,0.5,0.5,0.58,0.769,7,20,27,13,5,1,12,16,0.426,0.286,0.515,0.481,0.733,5,19,24,9,6,1,9,24
17,2024-01-16,0,wisconsin,penn-state,REG (Conf),0,83,87,0.483,0.438,0.5,0.543,0.87,11,24,35,15,2,4,13,16,0.533,0.4,0.6,0.6,0.75,3,19,22,11,8,6,5,22
18,2024-01-19,1,wisconsin,indiana,REG (Conf),1,91,79,0.596,0.476,0.692,0.702,0.862,3,19,22,14,8,0,9,19,0.538,0.429,0.579,0.596,0.81,7,14,21,7,3,2,10,23
19,2024-01-23,0,wisconsin,minnesota,REG (Conf),1,61,59,0.426,0.412,0.432,0.491,0.8,5,24,29,14,5,5,10,13,0.379,0.417,0.353,0.466,0.385,7,21,28,15,5,7,9,14
20,2024-01-26,1,wisconsin,michigan-state,REG (Conf),1,81,66,0.509,0.36,0.625,0.588,0.737,9,21,30,11,4,1,6,15,0.417,0.429,0.413,0.467,0.833,6,17,23,12,3,1,6,17
21,2024-02-01,0,wisconsin,nebraska,REG (Conf),0,72,80,0.422,0.323,0.515,0.5,0.667,9,30,39,8,8,2,16,18,0.448,0.333,0.548,0.526,0.731,7,27,34,15,9,2,12,13
22,2024-02-04,1,wisconsin,purdue,REG (Conf),0,69,75,0.415,0.158,0.522,0.438,0.857,9,18,27,15,6,4,5,21,0.474,0.273,0.522,0.5,0.783,11,27,38,12,4,3,11,16
23,2024-02-07,0,wisconsin,michigan,REG (Conf),0,68,72,0.463,0.263,0.571,0.509,0.684,5,18,23,7,5,0,11,18,0.451,0.35,0.516,0.52,0.76,7,27,34,6,4,5,12,19
24,2024-02-10,0,wisconsin,rutgers,REG (Conf),0,56,78,0.328,0.238,0.378,0.371,0.591,9,27,36,7,3,2,11,14,0.448,0.588,0.4,0.522,0.889,10,31,41,18,8,9,7,19
25,2024-02-13,1,wisconsin,ohio-state,REG (Conf),1,62,54,0.44,0.333,0.517,0.51,0.688,10,27,37,13,4,0,11,12,0.411,0.389,0.421,0.473,0.5,6,18,24,9,7,3,8,16
26,2024-02-17,0,wisconsin,iowa,REG (Conf),0,86,88,0.476,0.438,0.489,0.532,0.679,7,21,28,20,5,1,7,22,0.526,0.286,0.605,0.561,0.8,5,27,32,16,4,6,9,21
27,2024-02-20,1,wisconsin,maryland,REG (Conf),1,74,70,0.447,0.235,0.567,0.489,0.903,8,25,33,6,3,3,12,19,0.462,0.333,0.514,0.51,0.739,4,18,22,9,5,2,9,25
28,2024-02-27,0,wisconsin,indiana,REG (Conf),0,70,74,0.435,0.308,0.512,0.493,0.667,9,17,26,10,10,0,2,14,0.617,0.429,0.697,0.681,0.667,4,26,30,17,1,7,12,8
29,2024-03-02,1,wisconsin,illinois,REG (Conf),0,83,91,0.5,0.375,0.545,0.55,0.739,8,20,28,10,4,2,8,24,0.518,0.563,0.5,0.598,0.8,8,21,29,9,3,4,8,18
30,2024-03-07,1,wisconsin,rutgers,REG (Conf),1,78,66,0.45,0.474,0.439,0.525,0.652,13,26,39,13,14,2,12,11,0.446,0.333,0.514,0.509,0.6,8,20,28,11,11,4,17,20
31,2024-03-10,0,wisconsin,purdue,REG (Conf),0,70,78,0.435,0.208,0.579,0.476,0.786,7,15,22,10,11,0,8,19,0.491,0.5,0.486,0.575,0.81,10,25,35,21,5,3,13,17
32,2024-03-14,2,wisconsin,maryland,CTOURN,1,87,56,0.517,0.64,0.429,0.65,0.818,9,26,35,25,5,2,12,17,0.393,0.4,0.39,0.446,0.6,6,13,19,10,7,4,11,11
33,2024-03-15,2,wisconsin,northwestern,CTOURN,1,70,61,0.462,0.455,0.467,0.558,0.667,4,26,30,15,6,3,9,17,0.377,0.348,0.4,0.453,0.765,6,22,28,12,6,4,9,16
34,2024-03-16,2,wisconsin,purdue,CTOURN,1,76,75,0.432,0.219,0.595,0.48,0.556,9,18,27,18,8,0,5,28,0.451,0.313,0.514,0.5,0.75,9,30,39,18,3,5,15,17
35,2024-03-17,2,wisconsin,illinois,CTOURN,0,87,93,0.469,0.35,0.523,0.523,0.87,10,15,25,17,7,1,7,20,0.526,0.35,0.622,0.588,0.867,11,24,35,14,2,5,9,19
36,2024-03-22,2,wisconsin,james-madison,ROUND-64,0,61,72,0.373,0.381,0.367,0.451,0.652,7,26,33,13,6,3,19,19,0.411,0.294,0.462,0.455,0.7,8,27,35,12,14,4,11,20
1,2023-11-06,2,oregon,georgia,REG (Non-Conf),1,82,71,0.425,0.4,0.431,0.466,0.483,17,36,53,13,9,2,15,23,0.338,0.333,0.343,0.415,0.567,8,29,37,11,8,4,16,26
2,2023-11-10,1,oregon,montana,REG (Non-Conf),1,75,61,0.413,0.304,0.475,0.468,0.571,11,32,43,13,5,5,2,13,0.379,0.25,0.447,0.422,0.857,1,28,29,8,1,1,6,23
3,2023-11-17,1,oregon,tennessee-state,REG (Non-Conf),1,92,67,0.53,0.45,0.565,0.598,0.722,9,24,33,22,10,2,6,11,0.5,0.2,0.676,0.537,0.6,4,17,21,9,2,7,14,19
4,2023-11-20,0,oregon,florida-am,REG (Non-Conf),1,67,54,0.442,0.389,0.48,0.523,0.611,4,28,32,5,7,4,8,15,0.377,0.4,0.372,0.415,0.769,6,25,31,11,4,2,9,24
5,2023-11-24,2,oregon,santa-clara,REG (Non-Conf),0,82,88,0.446,0.333,0.586,0.538,0.571,9,22,31,12,5,4,10,23,0.517,0.412,0.558,0.575,0.704,11,28,39,14,3,1,10,18
6,2023-11-25,2,oregon,alabama,REG (Non-Conf),0,91,99,0.522,0.35,0.592,0.572,0.8,8,16,24,20,9,5,12,24,0.5,0.375,0.575,0.57,0.929,14,24,38,15,8,6,16,16
7,2023-12-02,1,oregon,michigan,REG (Non-Conf),1,86,83,0.507,0.625,0.471,0.582,0.667,10,17,27,19,8,3,9,15,0.483,0.419,0.552,0.592,0.667,10,18,28,11,4,4,16,17
8,2023-12-09,1,oregon,utep,REG (Non-Conf),1,71,49,0.545,0.235,0.741,0.591,0.76,5,25,30,13,11,1,18,15,0.36,0.267,0.4,0.4,0.5,7,17,24,9,10,2,17,22
9,2023-12-12,1,oregon,california-baptist,REG (Non-Conf),1,76,55,0.519,0.5,0.529,0.606,0.867,6,28,34,16,6,3,13,20,0.352,0.2,0.41,0.38,0.667,9,19,28,4,4,2,11,18
10,2023-12-17,2,oregon,syracuse,REG (Non-Conf),0,63,83,0.361,0.148,0.529,0.393,0.682,9,16,25,9,9,3,18,19,0.566,0.385,0.625,0.613,0.72,6,25,31,16,11,2,18,17
11,2023-12-21,1,oregon,kent-state,REG (Non-Conf),1,84,70,0.467,0.241,0.677,0.525,0.778,8,26,34,16,8,6,4,14,0.393,0.458,0.344,0.491,0.833,5,24,29,12,0,2,13,20
12,2023-12-28,1,oregon,southern-california,REG (Conf),1,82,74,0.462,0.4,0.5,0.538,0.813,6,23,29,12,9,1,12,12,0.459,0.333,0.541,0.525,0.667,9,21,30,20,6,4,12,23
13,2023-12-30,1,oregon,ucla,REG (Conf),1,64,59,0.407,0.4,0.414,0.5,0.714,5,20,25,10,12,4,9,16,0.429,0.158,0.568,0.455,0.727,12,20,32,14,7,5,16,17
14,2024-01-04,0,oregon,washington,REG (Conf),1,76,74,0.484,0.333,0.545,0.532,0.769,11,21,32,15,9,6,11,19,0.5,0.421,0.543,0.574,0.545,6,21,27,10,4,5,12,15
15,2024-01-06,0,oregon,washington-state,REG (Conf),1,89,84,0.582,0.583,0.581,0.709,0.786,6,19,25,18,5,2,8,18,0.538,0.5,0.559,0.625,0.704,6,18,24,12,3,2,10,13
16,2024-01-13,1,oregon,california,REG (Conf),1,80,73,0.46,0.357,0.543,0.54,0.632,5,26,31,11,2,5,4,16,0.444,0.25,0.564,0.492,0.647,6,27,33,9,3,1,5,18
17,2024-01-18,0,oregon,colorado,REG (Conf),0,70,86,0.464,0.364,0.529,0.536,0.588,5,17,22,9,9,2,12,20,0.508,0.421,0.55,0.576,0.857,7,25,32,16,9,5,12,13
18,2024-01-21,0,oregon,utah,REG (Conf),0,77,80,0.446,0.5,0.415,0.538,0.636,7,22,29,20,7,5,8,19,0.5,0.44,0.552,0.602,0.682,6,29,35,18,2,4,14,14
19,2024-01-25,1,oregon,arizona-state,REG (Conf),1,80,61,0.509,0.391,0.594,0.591,0.938,2,31,33,16,4,4,9,11,0.439,0.235,0.525,0.474,0.636,2,25,27,10,7,2,8,13
20,2024-01-27,1,oregon,arizona,REG (Conf),0,78,87,0.448,0.389,0.475,0.509,0.792,9,20,29,15,6,6,14,18,0.491,0.526,0.474,0.579,0.778,10,22,32,15,7,3,9,21
21,2024-02-01,0,oregon,southern-california,REG (Conf),1,78,69,0.369,0.375,0.364,0.462,0.857,15,15,30,19,8,6,9,11,0.435,0.346,0.5,0.508,1.0,12,21,33,21,6,14,13,19
22,2024-02-03,0,oregon,ucla,REG (Conf),0,63,71,0.426,0.273,0.531,0.481,0.733,5,21,26,10,2,2,10,16,0.448,0.5,0.435,0.5,0.765,9,22,31,12,4,3,5,13
23,2024-02-08,1,oregon,washington,REG (Conf),1,85,80,0.4,0.333,0.439,0.462,0.758,11,23,34,19,9,4,11,19,0.459,0.19,0.6,0.492,0.833,7,30,37,14,9,7,15,23
24,2024-02-10,1,oregon,washington-state,REG (Conf),0,56,62,0.361,0.222,0.419,0.393,0.571,10,21,31,9,8,3,9,18,0.429,0.417,0.432,0.48,0.682,7,25,32,8,7,4,12,17
25,2024-02-17,0,oregon,oregon-state,REG (Conf),1,60,58,0.433,0.105,0.585,0.45,0.6,16,23,39,9,4,3,9,17,0.418,0.111,0.568,0.436,0.769,10,19,29,13,8,1,7,10
26,2024-02-22,0,oregon,stanford,REG (Conf),1,78,65,0.5,0.48,0.514,0.597,0.8,7,30,37,19,5,1,8,9,0.407,0.296,0.5,0.475,0.75,6,23,29,15,5,3,10,9
27,2024-02-24,0,oregon,california,REG (Conf),0,64,69,0.351,0.222,0.41,0.386,0.87,7,26,33,5,3,5,9,14,0.413,0.28,0.5,0.468,0.909,7,29,36,7,5,3,9,17
28,2024-02-28,1,oregon,oregon-state,REG (Conf),1,78,71,0.49,0.278,0.606,0.539,0.719,8,24,32,14,8,3,12,14,0.483,0.333,0.568,0.543,1.0,6,19,25,11,6,2,11,24
29,2024-03-02,0,oregon,arizona,REG (Conf),0,83,103,0.522,0.3,0.617,0.567,0.778,10,17,27,14,8,3,12,17,0.609,0.56,0.641,0.719,0.579,9,21,30,27,8,3,10,13
30,2024-03-07,1,oregon,colorado,REG (Conf),0,75,79,0.533,0.292,0.694,0.592,0.667,6,16,22,14,9,7,7,16,0.552,0.471,0.585,0.621,0.538,8,23,31,16,5,2,12,9
31,2024-03-09,1,oregon,utah,REG (Conf),1,66,65,0.417,0.2,0.525,0.45,0.632,9,24,33,12,8,2,9,15,0.411,0.385,0.433,0.5,0.75,6,26,32,13,4,2,13,18
32,2024-03-14,2,oregon,ucla,CTOURN,1,68,66,0.429,0.2,0.556,0.464,0.762,10,19,29,13,5,1,8,20,0.44,0.238,0.586,0.49,0.708,8,20,28,7,5,4,11,22
33,2024-03-15,2,oregon,arizona,CTOURN,1,67,59,0.424,0.304,0.5,0.483,0.833,8,26,34,13,10,7,10,19,0.383,0.263,0.464,0.436,0.643,6,20,26,14,6,7,14,15
34,2024-03-16,2,oregon,colorado,CTOURN,1,75,68,0.459,0.118,0.591,0.475,0.708,8,21,29,14,9,1,3,16,0.417,0.318,0.5,0.49,0.913,5,25,30,16,1,0,13,21
35,2024-03-21,2,oregon,south-carolina,ROUND-64,1,87,73,0.596,0.438,0.677,0.67,0.8,4,26,30,16,8,6,9,15,0.446,0.458,0.438,0.545,0.632,6,18,24,17,3,3,10,22
36,2024-03-23,2,oregon,creighton,ROUND-32,0,73,86,0.403,0.333,0.429,0.448,0.8,13,29,42,13,4,4,9,14,0.387,0.385,0.389,0.487,0.929,13,30,43,16,6,5,9,12
1,2023-11-06,1,washington,bellarmine,REG (Non-Conf),1,91,57,0.621,0.5,0.684,0.707,0.692,6,28,34,19,10,5,16,13,0.344,0.304,0.368,0.402,0.727,9,16,25,12,7,0,19,16
